id	level	name	description	desc_add1	desc_add2
28	6	a,Aggression\0	a,Provokes the target to attack with 4814 Power.\0	a,none\0	a,none\0
28	7	a,Aggression\0	a,Provokes the target to attack with 5129 Power.\0	a,none\0	a,none\0
28	8	a,Aggression\0	a,Provokes the target to attack with 5291 Power.\0	a,none\0	a,none\0
28	9	a,Aggression\0	a,Provokes the target to attack with 5453 Power.\0	a,none\0	a,none\0
28	10	a,Aggression\0	a,Provokes the target to attack with 5786 Power.\0	a,none\0	a,none\0
28	11	a,Aggression\0	a,Provokes the target to attack with 5953 Power.\0	a,none\0	a,none\0
28	12	a,Aggression\0	a,Provokes the target to attack with 6124 Power.\0	a,none\0	a,none\0
28	13	a,Aggression\0	a,Provokes the target to attack with 6468 Power.\0	a,none\0	a,none\0
28	14	a,Aggression\0	a,Provokes the target to attack with 6641 Power.\0	a,none\0	a,none\0
28	15	a,Aggression\0	a,Provokes the target to attack with 6815 Power.\0	a,none\0	a,none\0
28	16	a,Aggression\0	a,Provokes the target to attack with 6992 Power.\0	a,none\0	a,none\0
28	17	a,Aggression\0	a,Provokes the target to attack with 7166 Power.\0	a,none\0	a,none\0
28	18	a,Aggression\0	a,Provokes the target to attack with 7343 Power.\0	a,none\0	a,none\0
28	19	a,Aggression\0	a,Provokes the target to attack with 7519 Power.\0	a,none\0	a,none\0
28	20	a,Aggression\0	a,Provokes the target to attack with 7696 Power.\0	a,none\0	a,none\0
28	21	a,Aggression\0	a,Provokes the target to attack with 7872 Power.\0	a,none\0	a,none\0
28	22	a,Aggression\0	a,Provokes the target to attack with 8047 Power.\0	a,none\0	a,none\0
28	23	a,Aggression\0	a,Provokes the target to attack with 8221 Power.\0	a,none\0	a,none\0
28	24	a,Aggression\0	a,Provokes the target to attack with 8396 Power.\0	a,none\0	a,none\0
28	25	a,Aggression\0	a,Provokes the target to attack with 8569 Power.\0	a,none\0	a,none\0
28	26	a,Aggression\0	a,Provokes the target to attack with 8740 Power.\0	a,none\0	a,none\0
28	27	a,Aggression\0	a,Provokes the target to attack with 8909 Power.\0	a,none\0	a,none\0
28	28	a,Aggression\0	a,Provokes the target to attack with 9076 Power.\0	a,none\0	a,none\0
28	29	a,Aggression\0	a,Provokes the target to attack with 9242 Power.\0	a,none\0	a,none\0
28	30	a,Aggression\0	a,Provokes the target to attack with 9406 Power.\0	a,none\0	a,none\0
28	31	a,Aggression\0	a,Provokes the target to attack with 9568 Power.\0	a,none\0	a,none\0
28	32	a,Aggression\0	a,Provokes the target to attack with 9724 Power.\0	a,none\0	a,none\0
28	33	a,Aggression\0	a,Provokes the target to attack with 9881 Power.\0	a,none\0	a,none\0
28	34	a,Aggression\0	a,Provokes the target to attack with 10032 Power.\0	a,none\0	a,none\0
28	35	a,Aggression\0	a,Provokes the target to attack with 10181 Power.\0	a,none\0	a,none\0
28	36	a,Aggression\0	a,Provokes the target to attack with 10325 Power.\0	a,none\0	a,none\0
28	37	a,Aggression\0	a,Provokes the target to attack with 10466 Power.\0	a,none\0	a,none\0
28	38	a,Aggression\0	a,Provokes the target to attack with 10603 Power.\0	a,none\0	a,none\0
28	39	a,Aggression\0	a,Provokes the target to attack with 10736 Power.\0	a,none\0	a,none\0
28	40	a,Aggression\0	a,Provokes the target to attack with 10864 Power.\0	a,none\0	a,none\0
28	41	a,Aggression\0	a,Provokes the target to attack with 10986 Power.\0	a,none\0	a,none\0
28	42	a,Aggression\0	a,Provokes the target to attack with 11105 Power.\0	a,none\0	a,none\0
28	43	a,Aggression\0	a,Provokes the target to attack with 11216 Power.\0	a,none\0	a,none\0
28	44	a,Aggression\0	a,Provokes the target to attack with 11324 Power.\0	a,none\0	a,none\0
28	45	a,Aggression\0	a,Provokes the target to attack with 11427 Power.\0	a,none\0	a,none\0
28	46	a,Aggression\0	a,Provokes the target to attack with 11522 Power.\0	a,none\0	a,none\0
28	47	a,Aggression\0	a,Provokes the target to attack with 11612 Power.\0	a,none\0	a,none\0
28	48	a,Aggression\0	a,Provokes the target to attack with 11697 Power.\0	a,none\0	a,none\0
28	49	a,Aggression\0	a,Provokes the target to attack with 11774 Power.\0	a,none\0	a,none\0
28	101	a,Aggression\0	a,Provokes the target to attack with 11988 Power. Enchant Power: Increases Power.\0	a,+1 Power\0	a,Increases Power by 178.\0
28	102	a,Aggression\0	a,Provokes the target to attack with 12130 Power. Enchant Power: Increases Power.\0	a,+2 Power\0	a,Increases Power by 118.\0
28	103	a,Aggression\0	a,Provokes the target to attack with 12272 Power. Enchant Power: Increases Power.\0	a,+3 Power\0	a,Increases Power by 119.\0
28	104	a,Aggression\0	a,Provokes the target to attack with 12414 Power. Enchant Power: Increases Power.\0	a,+4 Power\0	a,Increases Power by 118.\0
28	105	a,Aggression\0	a,Provokes the target to attack with 12557 Power. Enchant Power: Increases Power.\0	a,+5 Power\0	a,Increases Power by 119.\0
28	106	a,Aggression\0	a,Provokes the target to attack with 12699 Power. Enchant Power: Increases Power.\0	a,+6 Power\0	a,Increases Power by 118.\0
28	107	a,Aggression\0	a,Provokes the target to attack with 12841 Power. Enchant Power: Increases Power.\0	a,+7 Power\0	a,Increases Power by 119.\0
28	108	a,Aggression\0	a,Provokes the target to attack with 12983 Power. Enchant Power: Increases Power.\0	a,+8 Power\0	a,Increases Power by 118.\0
28	109	a,Aggression\0	a,Provokes the target to attack with 13126 Power. Enchant Power: Increases Power.\0	a,+9 Power\0	a,Increases Power by 119.\0
28	110	a,Aggression\0	a,Provokes the target to attack with 13268 Power. Enchant Power: Increases Power.\0	a,+10 Power\0	a,Increases Power by 118.\0
28	111	a,Aggression\0	a,Provokes the target to attack with 13410 Power. Enchant Power: Increases Power.\0	a,+11 Power\0	a,Increases Power by 119.\0
28	112	a,Aggression\0	a,Provokes the target to attack with 13552 Power. Enchant Power: Increases Power.\0	a,+12 Power\0	a,Increases Power by 118.\0
28	113	a,Aggression\0	a,Provokes the target to attack with 13695 Power. Enchant Power: Increases Power.\0	a,+13 Power\0	a,Increases Power by 119.\0
28	114	a,Aggression\0	a,Provokes the target to attack with 13837 Power. Enchant Power: Increases Power.\0	a,+14 Power\0	a,Increases Power by 119.\0
28	115	a,Aggression\0	a,Provokes the target to attack with 13979 Power. Enchant Power: Increases Power.\0	a,+15 Power\0	a,Increases Power by 118.\0
28	116	a,Aggression\0	a,Provokes the target to attack with 14121 Power. Enchant Power: Increases Power.\0	a,+16 Power\0	a,Increases Power by 119.\0
28	117	a,Aggression\0	a,Provokes the target to attack with 14264 Power. Enchant Power: Increases Power.\0	a,+17 Power\0	a,Increases Power by 118.\0
28	118	a,Aggression\0	a,Provokes the target to attack with 14406 Power. Enchant Power: Increases Power.\0	a,+18 Power\0	a,Increases Power by 119.\0
28	119	a,Aggression\0	a,Provokes the target to attack with 14548 Power. Enchant Power: Increases Power.\0	a,+19 Power\0	a,Increases Power by 118.\0
28	120	a,Aggression\0	a,Provokes the target to attack with 14690 Power. Enchant Power: Increases Power.\0	a,+20 Power\0	a,Increases Power by 119.\0
28	121	a,Aggression\0	a,Provokes the target to attack with 14833 Power. Enchant Power: Increases Power.\0	a,+21 Power\0	a,Increases Power by 118.\0
28	122	a,Aggression\0	a,Provokes the target to attack with 14975 Power. Enchant Power: Increases Power.\0	a,+22 Power\0	a,Increases Power by 119.\0
28	123	a,Aggression\0	a,Provokes the target to attack with 15117 Power. Enchant Power: Increases Power.\0	a,+23 Power\0	a,Increases Power by 118.\0
28	124	a,Aggression\0	a,Provokes the target to attack with 15259 Power. Enchant Power: Increases Power.\0	a,+24 Power\0	a,Increases Power by 119.\0
28	125	a,Aggression\0	a,Provokes the target to attack with 15402 Power. Enchant Power: Increases Power.\0	a,+25 Power\0	a,Increases Power by 119.\0
28	126	a,Aggression\0	a,Provokes the target to attack with 15544 Power. Enchant Power: Increases Power.\0	a,+26 Power\0	a,Increases Power by 118.\0
28	127	a,Aggression\0	a,Provokes the target to attack with 15686 Power. Enchant Power: Increases Power.\0	a,+27 Power\0	a,Increases Power by 119.\0
28	128	a,Aggression\0	a,Provokes the target to attack with 15828 Power. Enchant Power: Increases Power.\0	a,+28 Power\0	a,Increases Power by 118.\0
28	129	a,Aggression\0	a,Provokes the target to attack with 15970 Power. Enchant Power: Increases Power.\0	a,+29 Power\0	a,Increases Power by 119.\0
28	130	a,Aggression\0	a,Provokes the target to attack with 16113 Power. Enchant Power: Increases Power.\0	a,+30 Power\0	a,Increases Power by 118.\0
28	201	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 5%.\0	a,+1 Defense\0	a,Decreases the target's P. Def. by 5%.\0
28	202	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 6%.\0	a,+2 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	203	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 6%.\0	a,+3 Defense\0	a,Decreases the target's P. Def.\0
28	204	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 7%.\0	a,+4 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	205	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 7%.\0	a,+5 Defense\0	a,Decreases the target's P. Def.\0
28	206	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 8%.\0	a,+6 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	207	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 8%.\0	a,+7 Defense\0	a,Decreases the target's P. Def.\0
28	208	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 9%.\0	a,+8 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	209	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 9%.\0	a,+9 Defense\0	a,Decreases the target's P. Def.\0
28	210	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 10%.\0	a,+10 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	211	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 10%.\0	a,+11 Defense\0	a,Decreases the target's P. Def.\0
28	212	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 11%.\0	a,+12 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	213	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 11%.\0	a,+13 Defense\0	a,Decreases the target's P. Def.\0
28	214	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 12%.\0	a,+14 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	215	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 12%.\0	a,+15 Defense\0	a,Decreases the target's P. Def.\0
28	216	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 13%.\0	a,+16 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	217	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 13%.\0	a,+17 Defense\0	a,Decreases the target's P. Def.\0
28	218	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 14%.\0	a,+18 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	219	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 14%.\0	a,+19 Defense\0	a,Decreases the target's P. Def.\0
28	220	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 15%.\0	a,+20 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	221	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 15%.\0	a,+21 Defense\0	a,Decreases the target's P. Def.\0
28	222	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 16%.\0	a,+22 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	223	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 16%.\0	a,+23 Defense\0	a,Decreases the target's P. Def.\0
28	224	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 17%.\0	a,+24 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	225	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 17%.\0	a,+25 Defense\0	a,Decreases the target's P. Def.\0
28	226	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 18%.\0	a,+26 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	227	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 18%.\0	a,+27 Defense\0	a,Decreases the target's P. Def.\0
28	228	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 19%.\0	a,+28 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	229	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 19%.\0	a,+29 Defense\0	a,Decreases the target's P. Def.\0
28	230	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Expose: Decreases the target's P. Def. by 20%.\0	a,+30 Defense\0	a,Decreases the target's P. Def. by 1%.\0
28	301	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 5%.\0	a,+1 Attack\0	a,Decreases the target's P. Atk.\0
28	302	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 6%.\0	a,+2 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	303	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 6%.\0	a,+3 Attack\0	a,Decreases the target's P. Atk.\0
28	304	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 7%.\0	a,+4 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	305	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 7%.\0	a,+5 Attack\0	a,Decreases the target's P. Atk.\0
28	306	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 8%.\0	a,+6 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	307	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 8%.\0	a,+7 Attack\0	a,Decreases the target's P. Atk.\0
28	308	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 9%.\0	a,+8 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	309	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 9%.\0	a,+9 Attack\0	a,Decreases the target's P. Atk.\0
28	310	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 10%.\0	a,+10 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	311	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 10%.\0	a,+11 Attack\0	a,Decreases the target's P. Atk.\0
28	312	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 11%.\0	a,+12 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	313	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 11%.\0	a,+13 Attack\0	a,Decreases the target's P. Atk.\0
28	314	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 12%.\0	a,+14 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	315	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 12%.\0	a,+15 Attack\0	a,Decreases the target's P. Atk.\0
28	316	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 13%.\0	a,+16 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	317	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 13%.\0	a,+17 Attack\0	a,Decreases the target's P. Atk.\0
28	318	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 14%.\0	a,+18 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	319	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 14%.\0	a,+19 Attack\0	a,Decreases the target's P. Atk.\0
28	320	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 15%.\0	a,+20 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	321	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 15%.\0	a,+21 Attack\0	a,Decreases the target's P. Atk.\0
28	322	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 16%.\0	a,+22 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	323	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 16%.\0	a,+23 Attack\0	a,Decreases the target's P. Atk.\0
28	324	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 17%.\0	a,+24 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	325	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 17%.\0	a,+25 Attack\0	a,Decreases the target's P. Atk.\0
28	326	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 18%.\0	a,+26 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	327	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 18%.\0	a,+27 Attack\0	a,Decreases the target's P. Atk.\0
28	328	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 19%.\0	a,+28 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
28	329	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 19%.\0	a,+29 Attack\0	a,Decreases the target's P. Atk.\0
28	330	a,Aggression\0	a,Provokes the target to attack with 11774 Power. Enchant Attack: Decreases the target's P. Atk. by 20%.\0	a,+30 Attack\0	a,Decreases the target's P. Atk. by 1%.\0
45	1	a,Divine Heal\0	a,Uses 143 Power to restore the user's HP.\0	a,none\0	a,none\0
45	2	a,Divine Heal\0	a,Uses 150 Power to restore the user's HP.\0	a,none\0	a,none\0
45	3	a,Divine Heal\0	a,Uses 157 Power to restore the user's HP.\0	a,none\0	a,none\0
45	4	a,Divine Heal\0	a,Uses 172 Power to restore the user's HP.\0	a,none\0	a,none\0
45	5	a,Divine Heal\0	a,Uses 179 Power to restore the user's HP.\0	a,none\0	a,none\0
45	6	a,Divine Heal\0	a,Uses 187 Power to restore the user's HP.\0	a,none\0	a,none\0
45	7	a,Divine Heal\0	a,Uses 203 Power to restore the user's HP.\0	a,none\0	a,none\0
45	8	a,Divine Heal\0	a,Uses 211 Power to restore the user's HP.\0	a,none\0	a,none\0
45	9	a,Divine Heal\0	a,Uses 219 Power to restore the user's HP.\0	a,none\0	a,none\0
56	1	a,Power Shot\0	a,Make a powerful long-distance attack with 65 Power added to P. Atk. Requires a bow. Over-hit is possible.\0	a,none\0	a,none\0
56	2	a,Power Shot\0	a,Make a powerful long-distance attack with 71 Power added to P. Atk. Requires a bow. Over-hit is possible.\0	a,none\0	a,none\0
56	3	a,Power Shot\0	a,Make a powerful long-distance attack with 78 Power added to P. Atk. Requires a bow. Over-hit is possible.\0	a,none\0	a,none\0
56	4	a,Power Shot\0	a,Make a powerful long-distance attack with 102 Power added to P. Atk. Requires a bow. Over-hit is possible.\0	a,none\0	a,none\0
56	5	a,Power Shot\0	a,Make a powerful long-distance attack with 112 Power added to P. Atk. Requires a bow. Over-hit is possible.\0	a,none\0	a,none\0
