skill_id	skill_level	oper_type	mp_consume	cast_range	cast_style	UNK_0	hit_time	is_magic	ani_char	desc	icon_name	icon_name2	is_ench	ench_skill_id	hp_consume	nonetext1	UNK_1	UNK_2	UNK_3	UNK_4	nonetext2
28	1	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	2	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	3	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	4	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	5	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	6	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	7	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	8	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	9	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	10	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	11	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	12	0	1	0	400	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	13	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	14	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	15	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	16	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	17	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	18	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	19	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	20	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	21	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	22	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	23	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	24	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	25	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	26	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	27	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	28	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	29	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	30	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	31	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	32	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	33	0	1	0	600	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	34	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	35	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	36	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	37	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	38	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	39	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	40	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	41	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	42	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	43	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	44	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	45	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	46	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	47	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	48	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	49	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	0	0	a,none\0	0	9	-1	0	a,none\0
28	101	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	102	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	103	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	104	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	105	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	106	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	107	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	108	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	109	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	110	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	111	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	112	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	113	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	114	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	115	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	116	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	117	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	118	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	119	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	120	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	121	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	122	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	123	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	124	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	125	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	126	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	127	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	128	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	129	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	130	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_attack\0	0	9	-1	0	a,none\0
28	201	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	202	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	203	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	204	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	205	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	206	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	207	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	208	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	209	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	210	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	211	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	212	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	213	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	214	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	215	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	216	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	217	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	218	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	219	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	220	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	221	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	222	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	223	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	224	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	225	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	226	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	227	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	228	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	229	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	230	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,cost\0	0	9	-1	0	a,none\0
28	301	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	302	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	303	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	304	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	305	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	306	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	307	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	308	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	309	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	310	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	311	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	312	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	313	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	314	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	315	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	316	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	317	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	318	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	319	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	320	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	321	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	322	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	323	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	324	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	325	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	326	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	327	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	328	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	329	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
28	330	0	1	0	800	1	0.69999999	0	L	28	icon.skill0028		1	1	49	a,add_defence\0	0	9	-1	0	a,none\0
45	1	1	0	75	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	2	1	0	79	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	3	1	0	83	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	4	1	0	88	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	5	1	0	88	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	6	1	0	92	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	7	1	0	99	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	8	1	0	103	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
45	9	1	0	107	4294967295	1	4.00000000	1	D	1011	icon.skill0045		0	0	0	a,none\0	0	8	10	0	a,none\0
56	1	0	0	17	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	2	0	0	18	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	3	0	0	19	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	4	0	0	22	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	5	0	0	23	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	6	0	0	25	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	7	0	0	31	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	8	0	0	32	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	9	0	0	34	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	10	0	0	38	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	11	0	0	39	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	12	0	0	40	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	13	0	0	42	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	14	0	0	43	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	15	0	0	45	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	16	0	0	49	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	17	0	0	51	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	18	0	0	53	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	19	0	0	56	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	20	0	0	56	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	21	0	0	58	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	22	0	0	63	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	23	0	0	65	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
56	24	0	0	67	700	5	3.20000005	0	S	56	icon.skill0056		0	0	0	a,none\0	0	9	11	0	a,none\0
58	1	1	0	40	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	2	1	0	43	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	3	1	0	45	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	4	1	0	53	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	5	1	0	57	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	6	1	0	59	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	7	1	0	62	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	8	1	0	65	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	9	1	0	69	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	10	1	0	75	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
58	11	1	0	79	4294967295	1	5.00000000	1	D	1011	icon.skill0058		0	0	0	a,none\0	0	8	10	0	a,none\0
